SK_ID_CURR,TARGET
100001,0.07855846225239395
100005,0.1378638998706153
100013,0.08214688492005198
100028,0.08101303034069542
100038,0.13247125621359285
100042,0.06422093357201855
100057,0.09432507497498882
100065,0.10937361703994639
100066,0.055151824307853786
100067,0.09381686560002517
100074,0.0804255068212732
100090,0.1249236557438322
100091,0.11774746692441602
100092,0.11034620907747077
100106,0.13282314165489406
100107,0.10367158636500594
100109,0.11234483499286488
100117,0.09172984661181315
100128,0.0742016468771198
100141,0.10712369102041919
100150,0.07947808018812981
100168,0.06653170271259495
100169,0.049887998857102045
100170,0.09061447142002896
100171,0.10866746942766889
100172,0.13405322218679047
100184,0.08374817350545541
100187,0.0713460094811933
100212,0.08783844859341702
100222,0.10285593462978744
100223,0.06379017449698123
100232,0.07499592784330256
100241,0.13572619036463668
100245,0.07875498279625506
100253,0.06688733313135105
100256,0.10172976363403695
100271,0.06724674057893136
100278,0.12090748280052165
100280,0.07308347636901955
100306,0.1415175783760006
100311,0.12081444448774363
100312,0.07171710410638178
100330,0.09066461868770018
100331,0.10619474401381974
100352,0.0966411329246858
100358,0.11645416563532945
100367,0.10006995360200079
100382,0.0853185260525422
100384,0.07929599342937897
100385,0.10182798964562688
100386,0.08523090815991208
100399,0.0786078562293627
100404,0.07741383854395793
100416,0.07102695894360789
100422,0.14232326320883887
100426,0.0873789171765272
100438,0.07361168221489028
100444,0.10477829934774842
100445,0.12465402707552549
100446,0.10604259605179502
100447,0.07480873184959624
100450,0.08375509362740029
100466,0.09756016790314462
100483,0.07766815373887888
100484,0.06163470919733646
100494,0.09167802078072095
100510,0.12312824336386122
100512,0.07085440003285923
100517,0.08023384824652342
100548,0.06591404568081637
100551,0.08095731952272389
100552,0.1298509262034289
100553,0.0882549376542481
100561,0.09994153374319743
100568,0.1370259334013569
100569,0.06981198640539717
100591,0.10379371701466775
100592,0.06114542769756811
100602,0.09604950833708358
100607,0.094456035169646
100613,0.0937898919259922
100617,0.07482055453142082
100618,0.10607503908907479
100622,0.15251051036348792
100625,0.10451554901648497
100677,0.09370063691828052
100699,0.08870376095629481
100702,0.14395286562034518
100711,0.0770512877033476
100729,0.14677384151216544
100740,0.11864548739658581
100744,0.11159697871996076
100745,0.10319489424686527
100747,0.10481338450446423
100751,0.11375348342382911
100752,0.09459677670231963
100753,0.14721195270545484
100754,0.11614132550679658
100760,0.11373791563483505
100762,0.10139408888139988
100763,0.08540535002064466
100765,0.0862915827746274
100770,0.09711935359620164
100772,0.08461702791288117
100777,0.08953249777691556
100791,0.07516783683253422
100792,0.07288671128721037
100797,0.10062633321542012
100823,0.10205449171759702
100826,0.10473288527384807
100830,0.07424277526075226
100836,0.12623670555582264
100872,0.09114569659484424
100910,0.09676945967008625
100913,0.07505732084361472
100918,0.09314331117970075
100931,0.06781210447144298
100952,0.11894314276517537
100953,0.08772493673049314
100965,0.1140655740576349
100970,0.08810424602361076
100982,0.11354352736109008
100983,0.09710206288265141
100984,0.07373236875806258
100987,0.11908712204596411
100997,0.0848652630691324
100998,0.12869792208862635
101002,0.11225367027408983
101005,0.13508874661372242
101008,0.13033582355641865
101020,0.11220318530873659
101021,0.10937477155078668
101024,0.08554314696655356
101025,0.13551030899896652
101026,0.09453423757204826
101031,0.08651725353911716
101041,0.07202220832849249
101051,0.060842021355799074
101055,0.10089597315084016
101056,0.11290586769859179
